cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:session;tool:shell;cmd:sed;effect:read;path:src/runners;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:session;tool:shell;cmd:sed;effect:read;path:src/sources;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:session;tool:subagent;cmd:agent;effect:process;path:collector.;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:session;tool:subagent;cmd:taskcreate;effect:process;path:main.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:session;tool:subagent;cmd:taskcreate;effect:process;path:system/proc;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:session;tool:tool;cmd:askuserquestion;effect:process;status:fail
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:stat;tool:shell;cmd:grep;effect:read;path:src/main.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:stat;tool:shell;cmd:grep;effect:read;path:src/output;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:stat;tool:shell;cmd:sed;effect:read;path:src/cli_db.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:subagent;tool:subagent;cmd:agent;effect:process;path:collector;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:task;tool:shell;cmd:cargo;effect:test;path:.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:task;tool:shell;cmd:cargo;effect:test;path:src/output;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:edit;effect:write;path:collector/src/analyzers;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:edit;effect:write;path:collector/src/cli_discover.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:edit;effect:write;path:collector/src/sinks;status:fail
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:edit;effect:write;path:docs/design/materialized-view-architecture.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:write;effect:write;path:-home-yunwei37-workspace-agentsight/memory;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:write;effect:write;path:bpf/jsonl.h;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:write;effect:write;path:collector/src/cmd_top.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:write;effect:write;path:collector/src/decode.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:edit;cmd:write;effect:write;path:collector/src/semantic.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:bpf/makefile;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:claude.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:collector/src/cli_discover.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:collector/src/cmd_perf.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:collector/src/cmd_perf_live.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:collector/src/cmd_perf_tui.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:read;cmd:read;effect:read;path:collector/src/event.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:agentsight;effect:process;path:collector/src/view;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:agentsight;effect:process;path:collector/target/release;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:agentsight;effect:process;path:s;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:agentsight;effect:process;path:view;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cargo;effect:test;path:src/decode.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cargo;effect:test;path:src/providers;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cargo;effect:test;path:src/semantic.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cat;effect:read;path:src/analyzers;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cd;effect:process;path:../bpf;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cd;effect:process;path:.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cd;effect:process;path:collector/src;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cd;effect:process;path:frontend;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:cd;effect:process;path:src/analyzers;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:echo;effect:process;path:-home-yunwei37-workspace-agentsight/memory;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:.github;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:.h;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:bpf/makefile;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:browsertrace.c;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:claude.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:collector;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:docs/design/view-session-process-model.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:docs/design/vis;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:docs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:frontend/src/utils;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:frontend/src;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:makefile;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:process.c;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:process_filter.h;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:process_utils.h;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/agents;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/cmd_exec.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/cmd_perf_tui.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/cmd_trace.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/main.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/runners;status:fail
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:src/sinks;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:sslsniff.c;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:grep;effect:read;path:stdiocap.c;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:rm;effect:write;path:src/cmd_perf.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:rm;effect:write;path:src/cmd_perf_live.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:rm;effect:write;path:src/cmd_perf_tui.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:rm;effect:write;path:src/view;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:sed;effect:read;path:bpf/process_ext/map_flush.h;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:sed;effect:read;path:bpf/sslsniff.c;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:sed;effect:read;path:docs/design/view-session-process-model.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:sed;effect:read;path:docs/design/vis;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:sed;effect:read;path:process_ext/map_flush.h;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:sed;effect:read;path:src/runners;status:fail
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:tail;effect:read;path:agentsight;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:shell;cmd:touch;effect:write;path:src/main.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:architecture-refactor-plan.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:claude.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:live_top/format;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:materialized-view-architecture.md;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:sources/proc;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:ssl_filter/http_filter;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:view/canonical.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:model;prompt:work;tool:subagent;cmd:taskcreate;effect:process;path:view/llm.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:agentsight;tool:shell;cmd:grep;effect:read;path:.d.ts;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:agentsight;tool:shell;cmd:grep;effect:read;path:collector/src/server;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:agentsight;tool:shell;cmd:grep;effect:read;path:frontend/src;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:edit;cmd:edit;effect:write;path:collector/cargo.toml;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:network;cmd:agentsight..;effect:network;path:demo/dashboard;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:read;cmd:read;effect:read;path:collector/cargo.toml;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:10;effect:process;path:collector/target/release;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:10;effect:process;path:docker:/compassionate_goldberg;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:5;effect:process;path:docker:/compassionate_goldberg;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:8;effect:process;path:collector/target/release;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:agentsight;effect:process;path:collector/target/release;status:fail
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:collector/cargo.toml;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:collector/src/analyzers;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:collector/src/runners;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:collector/src/view;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:public/sample-snapshot.json;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:cd;effect:process;path:scripts/prepare-sample.mjs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:chmod;effect:process;path:tmp/agentsight-release;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:claude_bin_readlink;effect:process;path:/.local;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:claude_pid_67363;effect:process;path:collector/target/release;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:for;effect:network;domain:agentsight.us;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:gh;effect:process;path://tmp;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:gh;effect:process;path:repos/eunomia-bpf;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:gh;effect:process;status:fail
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;path:87384b3:frontend/scripts;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;path:collector/src/binary_resolver.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;path:collector/src/cmd_debug.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;path:collector/src/cmd_exec.rs;status:ok
top,claude,-0.68,0.0,0.68,0,1,1,True,project:agentsight;session:paper;prompt:aggregate;tool:shell;cmd:git;effect:read;path:collector/src/cmd_perf_live.rs;status:ok
